week,pub_date,title,teaser,url
44,11/1/2006,Pomegranates: Jewels In The Fruit Crown,"Loaded with healthy antioxidants and vitamins, pomegranates are the new superfood. The ancient fruit with a rich history has many uses. Bonny Wolf shares some of her favorites.",http://www.npr.org/2011/07/15/6411097/pomegranates-jewels-in-the-fruit-crown
43,10/25/2006,One Mom's Stint as the Healthy Halloween Grinch,"Betsy Block knew something had to change: She could remain a self-righteous outsider, fighting a powerful tide of sugar, or she could join the party. She shares her attempt to inject some nutrition into Halloween.",http://www.npr.org/templates/story/story.php?storyId=6370960
42,10/18/2006,"Like Fine Wines, Fine Olive Oils Boast Subtle Joys","Gourmet olive oil is a lot like wine - and easily as expensive a habit. Sixteen-ounce bottles of the finest oil can run $30 or more, giving new meaning to Homer's description of it as ""liquid gold.""",http://www.npr.org/2006/10/18/6285804/like-fine-wines-fine-olive-oils-boast-subtle-joys
41,10/11/2006,The Cake Lady: Welcome at the Office,"Every Monday, Melissa Gray bakes a different cake for her colleagues at NPR. That's nearly 50 confections over the past year, with no repeats, no mixes, no margarine, no low-fat sour cream, no faux sugar. She shares what she's learned.",http://www.npr.org/templates/story/story.php?storyId=6243629
40,10/4/2006,Mastering Miso's Mysteries,"Every fall, ever-optimistic food writer Betsy Block buys a jar of miso, a healthful fermented paste of soybeans and grains. And every year, it sits unopened and unused in the back of her fridge. This year was different.",http://www.npr.org/templates/story/story.php?storyId=6190769
39,9/27/2006,TV Snacks: Guilty Pleasures Made a Little Less Guilty,"In the era of organics and whole foods, there are times when carrot sticks just won't fly -- such as when you're vegging in front of the boob tube. Ellen Birkett Morris offers a few tasty ideas that aren't that bad for you.",http://www.npr.org/templates/story/story.php?storyId=6085055
38,9/20/2006,My Mother-in-Law's Recipe for a Sweet New Year,"A few days after Jan Dale died, her family discovered a worn cookbook that held the secrets to her delicious desserts. The dog-eared book is full of Jan's notes and recipe variations -- and a few mysteries for her son-in-law to unravel, just in time for Rosh Hashana.",http://www.npr.org/templates/story/story.php?storyId=6104598
37,9/12/2006,Sourdough: More than a Bread,"The tangy taste of sourdough is addictive and can be added to almost any recipe. Sharon Vail loves sourdough anything -- bread, biscuits and even chocolate cake. A good sourdough starter can last for years -- hers is more than 10 years old.",http://www.npr.org/templates/story/story.php?storyId=6061648
36,9/6/2006,Cranking Up Savory Sorbet,"The ice cream machine Howard Yoon and his wife received as a wedding gift gathered dust in the cupboard - until they discovered savory sorbets. The icy treats have a refreshing, cool texture and a piquant zing, and deliver old foods in a surprising, new way.",http://www.npr.org/templates/story/story.php?storyId=5753146
35,8/30/2006,"Where There's Smoke, There's Flavor","Planked salmon has long been a regular menu item in the Pacific Northwest, and its popularity has now spread to the lower states. There's no easier way to impress guests than to grill fish on a wooden plank, which yields a delightful, smoky sweetness.",http://www.npr.org/templates/story/story.php?storyId=5733135
34,8/23/2006,Fried Green Tomatoes: A Taste of Old New  Orleans,"Proust sure had it right, writes Gail Chalew. Tasting a familiar food can trigger instant memories of simpler, happier times. For this returned New Orleans evacuee, green tomatoes, that piquant and uniquely Southern delicacy, are the food inextricably linked to the Big Easy.",http://www.npr.org/templates/story/story.php?storyId=5692200
33,8/16/2006,Indian Food: Eating in Technicolor,"For most people, curry -- that happy intersection of pungent chili powder and fragrant spices -- epitomizes Indian food. But the vast country's kitchens offer so much more. Roseanne Pereira provides a primer to the kaleidoscope of Indian spices and recipes for some of her favorite dishes.",http://www.npr.org/templates/story/story.php?storyId=5638057
32,8/9/2006,Out of the Park: Corn Dogs and Cracker Jack,"Like the fans wisely clustered around the sausage carts outside the park while the game rages within, food writer Betsy Block knows that baseball may be good, but baseball eats are great. She shares recipes for homemade corn dogs and Cracker Jack.",http://www.npr.org/templates/story/story.php?storyId=5628051
31,8/2/2006,An Unexpected Delight: Fried Olives in Italy,"Olive Ascolana is a culinary signature of Le Marche, a region of Italy that lies between the Apennine Mountains and the Adriatic Sea. Writer Afi-Odelia E. Scruggs learned how to make the meat-stuffed, nutmeg-scented treats during a recent trip to Italy.",http://www.npr.org/templates/story/story.php?storyId=5599184
30,7/26/2006,Keeping Cool: Salads Stay Composed,"Like Caribbean tourism and ski shops, cooking slows down in summer. We turn to meals that are light, healthful and easy to assemble. This is when composed salads save the day. Food writer Bryan Miller shares a few options for hot summer days.",http://www.npr.org/templates/story/story.php?storyId=5582386
29,7/19/2006,What's in a Name? The Avocado Story,"In 1915, a group of California farmers reinvented the humble ",http://www.npr.org/templates/story/story.php?storyId=5563805
28,7/12/2006,Picnics: One Family's Compromise with Nature,"For Betsy Block and her family, picnics never turn out to be romantic meals eaten  under cloudless skies. For them, a picnic is a state of mind -- and can take place on the front stoop, in the living room.",http://www.npr.org/templates/story/story.php?storyId=5535201
27,7/5/2006,Cool and Mighty Mint: Summer in an Ice Cream,"T. Susan Chang grew up loving mint  chip ice cream in all its pastel-green glory. During her grand culinary experiments as an adult to re-create that unnaturally vivid shade, Chang has rediscovered the transporting power of ice cream.",http://www.npr.org/templates/story/story.php?storyId=5531244
26,6/28/2006,A Backyard Luau Brings the Islands Home,"In Hawaii, a luau is the perfect celebration for graduations, reunions, weddings, birthdays and anniversaries and as housewarming parties. But any excuse will do for writer Christina Eng.",http://www.npr.org/templates/story/story.php?storyId=5512382
25,6/21/2006,Grilling Your Dessert,"At Natalie Y. Moore's house, everything goes on the grill in summer. Not just meat and vegetables, but dessert, too. Fresh fruit is a healthy and simple dessert any time of year; the flavors are enhanced further by placing the fruits over a flame.",http://www.npr.org/templates/story/story.php?storyId=5496987
24,6/14/2006,Father's Day: Think Outside the Tie Box,"Breakfast in bed isn't just for moms anymore. Forget about the tie this Father's Day. Betsy Block shares a recipe that even the little ones can whip up for a tasty, simple morning meal for Dad.",http://www.npr.org/templates/story/story.php?storyId=5483592
23,6/7/2006,Flower Power at Your Table,"This summer, take time to stop and eat the roses. And not just the roses: Try some pansies, tulips or begonias. Suggestions for how to brighten up any meal with colorful and flavorful edible flowers.",http://www.npr.org/templates/story/story.php?storyId=5455396
22,5/31/2006,Summer's Here: Grills Catch Fire,"Gas grills have acquired a cachet not unlike trophy Viking ranges and must-have Sub-Zero refrigerators. Food writer Bryan Miller offers advice on buying, maintaining and getting the tastiest results from them.",http://www.npr.org/templates/story/story.php?storyId=5439270
21,5/24/2006,Morel Satisfaction: Stalking the Wild Mushroom,"Morels are a chef's mushroom, opulent, earthy tasting, and delectable in cream. T. Susan Chang muses on her fascination with the wild fungi -- and the devotees who brave countless miles of poison ivy and pests to forage for them.",http://www.npr.org/templates/story/story.php?storyId=5423153
20,5/17/2006,The Beet Goes On,"Many still view beets as an old-world vegetable, dumped straight from the can onto Grandma's Sunday dinner table or served as borscht. But beneath the beet's unappealing hide is a versatile flesh that can be served hot or cold, pickled, roasted, deep fried, pulverized or eaten raw.",http://www.npr.org/templates/story/story.php?storyId=5409889
19,5/10/2006,Mother's Day: Say 'I Love You' with Chocolate,"Peanut butter and chocolate belong together like moms and their kids, says food writer Betsy Block. Best of all, peanut butter cups are easy enough for kids to make by themselves (or maybe with one helpful adult sous chef nearby).",http://www.npr.org/templates/story/story.php?storyId=5392158
18,5/3/2006,Weed Eaters: Enjoying Springtime Greens,"Ever since ""seasonal"" became ""trendy,"" dandelions, ramps, fiddlehead ferns and sweet pea shoots have cropped up in produce aisles, farmers markets and on restaurant menus. Bonny Wolf shares ways to enjoy these fleeting weeds-turned-delicacies.",http://www.npr.org/templates/story/story.php?storyId=5377898
17,4/26/2006,How to Throw a Kentucky Derby Party,"A Louisville native offers her friends a taste of Kentucky Derby excitement from her living room in Washington, D.C. She serves mint juleps and a version of Derby-Pie? worthy of Churchill Downs.",http://www.npr.org/templates/story/story.php?storyId=5362063
16,4/19/2006,Peas Offering: A Cool Soup in Spring Green,Many people equate pea soup with the heavy autumnal concoction. T. Susan Chang shares her recipe for a bright and fresh chilled pea soup that anticipates summer.,http://www.npr.org/templates/story/story.php?storyId=5345199
15,4/12/2006,Rolling with My Peeps,"Nothing says spring to writer Howard Yoon like Peeps. The squishy, marshmallow animals have a devoted following. A chocolate marshallow pie is a perfect way to savor them.",http://www.npr.org/templates/story/story.php?storyId=5337456
14,4/5/2006,"Croutons, Salad Dressing to Make at Home","Skip cloying, bottled salad dressings and store-bought croutons. Preparing terrific salad toppings at home, in less than five minutes, is much easier than you think. Food writer Bryan Miller shows you how.",http://www.npr.org/templates/story/story.php?storyId=5320207
13,3/29/2006,Pretty in Pink: Rediscovering Rhubarb,"Rhubarb is more than a pie. It is showing up in soups, stews and other savory dishes where its natural sourness makes a nice counterbalance to the richness or sweetness of other ingredients. Bonny Wolf shares two recipes for new ways to use grandma's old standby.",http://www.npr.org/templates/story/story.php?storyId=5306529
12,3/22/2006,Sweetness of Spring: Strawberry Clafoutis,"No fruit announces spring like strawberries. Clotilde Dusoulier suggests a strawberry clafoutis as a way to welcome the fruit. It's the epitome of the French grandmotherly dessert: unpretentious, easy to make, and blissfully comforting.",http://www.npr.org/templates/story/story.php?storyId=5285336
11,3/15/2006,Cheers to Cooking with Beer,"Food writer Bryan Miller praises cooking with beer, a technique that is as easy as it is rewarding. He says many recipes that call for wine can be prepared with beer -- which will make the flavors more pronounced and rustic. A Belgian carbonnade is a classic example.",http://www.npr.org/templates/story/story.php?storyId=5259877
10,3/8/2006,Bouillabaisse: A Magical Yet Easy Synthesis,"Bouillabaisse originated as a hearty stew for Provencal fishermen, who rewarded themselves with their leftover catch. For Kara Baskin, it means a leisurely morning foraging at the fish market and an afternoon spent experimenting in the kitchen. She shares a simple and tasty recipe.",http://www.npr.org/templates/story/story.php?storyId=5247268
9,3/1/2006,Finding a Way: Peachy French Toast in Winter,"When Boston food writer Betsy Block started craving French toast topped with peaches, nothing could stop her: Not the time of year, not ethical dilemmas. She explains how she came to her decision -- and shares a recipe for the rich, buttery treat.",http://www.npr.org/templates/story/story.php?storyId=5234547
8,2/22/2006,Celebrating the Corn Flake's Centenary,"From tuna noodle casserole to mango-almond crisp, corn flakes aren't just for breakfast anymore -- and haven't been for decades. On the 100th birthday of the all-American breakfast cereal, Bonny Wolf shares two recipes that make the most of the humble corn flake.",http://www.npr.org/templates/story/story.php?storyId=5226710
7,2/15/2006,Buttermilk Pie: An Unexpectedly Sweet Treat,"Natalie Y. Moore grew up eating buttermilk pie, and baking it today is a celebration of food, family and her Southern roots. Despite its bad rap for being bitter, Moore argues that nowhere is buttermilk better used than in a pie.",http://www.npr.org/templates/story/story.php?storyId=5204275
6,2/8/2006,Valentine's Day: Candies to Buoy Your Heart,Gabriella Gershenson set out one year to make her own Valentine's candy. She thought the joy of creation might sublimate feelings of self-pity into a cocoa-scented vapor. She was right.,http://www.npr.org/templates/story/story.php?storyId=5194494
5,2/1/2006,Time for Tortillas,"Paella and gazpacho may be the most familiar Spanish foods for most Americans, but it is the humble tortilla that can be found in every home and bar in Spain. Food writer Bryan Miller provides a how-to for this traditional tapa.",http://www.npr.org/templates/story/story.php?storyId=5179976
4,1/25/2006,"New Year's Promises, Wrapped in Gold","Food writer T. Susan Chang has been enjoying dumplings since childhood - first at a cheesy, '70s Chinese restaurant, and now in her own home, with her own children. To her, they look like hundreds of tiny stuffed wallets, each filled with the secret promise of all good things.",http://www.npr.org/2011/02/02/5169592/new-years-promises-wrapped-in-gold
3,1/18/2006,Dinner in the Fireplace,Cooking a steak right on the wood coals in your fireplace will surely put a bit of sizzle in your evening -- not to mention a delicious steak on your table. Food writer Betsy Block explains how.,http://www.npr.org/templates/story/story.php?storyId=5160499
2,1/11/2006,Give Prunes a Chance,"Food writer Gabriella Gershenson may have bowed to workplace pressures and kept her love of prunes a secret. But in the kitchen, it's a different story. Far Breton, a traditional French currant and prune flan, is an elegant and delicious way to enjoy dried plums.",http://www.npr.org/templates/story/story.php?storyId=5081354
1,1/4/2006,The Comforts of Soup,"Writer Christina Eng longs for the days when the weather turns wild. It provides the perfect excuse to make rich, satisfying soups -- and remember other places, other times.",http://www.npr.org/templates/story/story.php?storyId=5071111
52,12/28/2005,Scallop Mango Tartlets: Sweet Start to the New Year,"Scallops' refined taste and pearly whiteness make them a favorite holiday treat, writes food blogger Clotilde Dusoulier. And easy scallop mango tartlets are a perfect way to kick off the new year.",http://www.npr.org/templates/story/story.php?storyId=5066242
51,12/21/2005,Hanukkah Lights and Latkes,"For no-nonsense foood writer Bonny Wolf, Hanukkah dinner is always the same: latkes and brisket. And no matter much brisket she makes or how many potato pancakes she fries, there are never any leftovers.",http://www.npr.org/templates/story/story.php?storyId=5063158
50,12/14/2005,No More Tears: A Holiday Dinner Simplification Plan,,http://www.npr.org/templates/story/story.php?storyId=5046671
49,12/7/2005,Pursuit of the Perfect Christmas Cookie,"To find the perfect holiday cookie, some bakers consult magazines and cookbooks and test recipes all year long in hopes of creating the perfect mix of beauty, flavor and ease of preparation. For one writer, a tri-color butter cookie roll won this year.",http://www.npr.org/templates/story/story.php?storyId=5040660
48,11/30/2005,Mussels Made Easy,"Mussels cooked in calvados with shallots, bacon and mushrooms sounds more like something to order on a menu than cook at home. Anthony Bourdain sent the recipe to this food writer, and she's got the tips to make it easy.",http://www.npr.org/templates/story/story.php?storyId=5020106
47,11/23/2005,Turning a New Leaf on a Misunderstood Sprout,"More reviled than broccoli and as intimidating as artichokes, Brussels sprouts are a favorite of unabashed Belgiophile Howard Yoon. He offers a spririted defense of the vegetables that he says ""can delight the senses with their nutty, woodsy flavor.""",http://www.npr.org/templates/story/story.php?storyId=5021678
46,11/16/2005,Wild Things Thanksgiving,"If there was a turkey on the first Thanksgiving table -- and it's not clear there was --- it was a wild turkey, a very distant relative of that bird in the supermarket case today. Food essayist Bonny Wolf suggests going wild this Thanksgiving, with wild mushroom soup, wild rice stuffing, and yes, a wild turkey.",http://www.npr.org/templates/story/story.php?storyId=5011755
45,11/9/2005,My Changing Memories of Mafe,"Writer Afi-Odelia Scruggs once identified mafe, the hearty West African peanut butter stew, with a personal narrative of her life with Africans. Instead, she discovered the real story is one of her own changing identity as a black American.",http://www.npr.org/templates/story/story.php?storyId=4973142
44,11/2/2005,Perfect Pear Tartlets,"Parisienne food blogger Clotilde Dusoulier adapts a Moroccan celebratory pie to create a seaonal pear tart. At once traditional and original, it's easy to prepare and makes a lovely presentation.",http://www.npr.org/templates/story/story.php?storyId=4984666
43,10/26/2005,The Orange and The Black,Halloween is right up there with New Year's Eve and the Super Bowl for grown-up parties. But what to serve when candy corn alone just won't do? Food essayist Bonny Wolf has a menu to make a Druid smile.,http://www.npr.org/templates/story/story.php?storyId=4973188
42,10/19/2005,Nearly Vegetarian Cassoulet,"When a well-regarded chef gave food writer, blogger, harried mother Betsy Block his recipe for a root vegetable cassoulet, she nearly balked: It has so many steps and ingredients. But she broke it down, fit it around the carpool and wowed a crowd. You can too.",http://www.npr.org/templates/story/story.php?storyId=4963738
41,10/12/2005,Supper for Superheroes,"As her son entered the Age of Knights and Superheroes and her household became populated with small but brawny action figures, food writer T. Susan Chang was confronted with the question: What do they eat? Turns out, they like apples and milk and have highly nutritious diets!",http://www.npr.org/templates/story/story.php?storyId=4951354
40,10/5/2005,Roasting the Funky Chicken,"A roasted chicken is just about everyone's favorite. Easy, inexpensive, aromatic and delicious. What more can a cook of any age ask for? Food writer Victoria Rowan shares her ideas and tips for the perfect bird.",http://www.npr.org/templates/story/story.php?storyId=4934141
39,9/28/2005,Cheese Course 101,"Food blogger Clotilde Dusoulier gives a tutorial on preparing a cheese course. Served between the entree and dessert, it is an elegant addition to a meal and easy to prepare. It will reveal the true connoisseurs at your table.",http://www.npr.org/templates/story/story.php?storyId=4865689
38,9/21/2005,A Honey of a Home,"September is national honey month, the time to harvest the golden nectar, just before the beehive goes quiet for the winter. For one Indiana food writer, honey finds its way into cakes, teas, butter and even beer.",http://www.npr.org/templates/story/story.php?storyId=4855921
37,9/14/2005,What We Talk About When We Talk About Yam Neua,Pursuit of the perfect grilled beef salad became a courtship dance for food writer T. Susan Chang.  Love and a delicious ,http://www.npr.org/templates/story/story.php?storyId=4828441
36,9/7/2005,The Comforts of Food,"During times of misery and despair, one basic human need is food. First to fuel the body, and then to comfort the spirit. Bonny Wolf writes about Gulf Coast food and shares recipes for red beans and rice and gumbo.",http://www.npr.org/templates/story/story.php?storyId=4835693
35,8/31/2005,Hide the Hot Fudge,"Food writer Betsy Block packs her kids lunches on brown bread, with celery sticks and edamame on the side. The hot fudge and brownies, she keeps to herself. Get her recipes for your secret stash.",http://www.npr.org/templates/story/story.php?storyId=4814503
34,8/24/2005,A Simple Yet Chic Picnic,"As the perfect embodiment of dining freedom and playfulness, writes Clotilde Dusoulier, a chic picnic can and should be the simplest of things. A mix of store-bought and homemade items combines for a sophisticated yet fun and convivial outdoor dining experience.",http://www.npr.org/templates/story/story.php?storyId=4810425
33,8/17/2005,Paella Perfect,Paella prepared on a kettle grill and a glass of cool sangria made for a magical party for food writer Bonny Wolf. She shares her recipes and tips.,http://www.npr.org/templates/story/story.php?storyId=4786547
32,8/10/2005,A Hard-to-Kick Habit: Korean Barbecue Short Ribs,"Writer and editor Howard Yoon tried to give up red meat, much to his Korean parents' dismay. But the sweet and savory flavors of ",http://www.npr.org/templates/story/story.php?storyId=4793091
31,8/3/2005,Cool and Comforting Ceviche,Food writer Gabriella Gershenson shares a party plan featuring ceviche -- a classic Latin American dish that can be whipped up in a cool kitchen.,http://www.npr.org/templates/story/story.php?storyId=4771615
30,7/27/2005,Simplicity Key to Summer's Tomato Bounty,"Nothing says summer to award-winning chef Jose Andres like the plethora of unique tomatoes that crop up time of year. And nothing highlights the fruit's taste best, he says, like simple salads, skewers and soup.",http://www.npr.org/templates/story/story.php?storyId=4763920
29,7/20/2005,"Garden in a Glass: Herbal Teas, Lavender Martinis","When a food writer's herb garden grew wild and out of control, she tried to tame her rampaging flora in teas and martinis. Her herbal concoctions, however, also unlocked a torrent of memories.",http://www.npr.org/templates/story/story.php?storyId=4754257
28,7/13/2005,Swimming Cherries with Hazelnut Rosemary <i>Tuiles</i>,Parisian food blogger Clotilde Dusoulier plans a simple summer meal crowned by an unusual cherry desert: Swimming Cherries with Hazelnut Rosemary ,http://www.npr.org/templates/story/story.php?storyId=4748071
27,7/6/2005,Gazpacho: Authentic Any Way You Like It,"Cool and light and a breeze to make, gazpacho is the answer for summertime supper. Food writer Bryan Miller has a two-step recipe, with lots of variations to make it your own.",http://www.npr.org/templates/story/story.php?storyId=4720997
26,6/29/2005,Perfection in a Fruit Tart,"Food writer Betsy Block may never get her life in perfect order, but her fruit tart would make a desperate housewife jealous. Get her recipe and 20 short cuts to make it easy.",http://www.npr.org/templates/story/story.php?storyId=4715960
25,6/22/2005,Honeysuckle Sorbet,"For NPR's Noah Adams, the scent of honeysuckle marks the start of summer - a scent that he and his wife capture in a delicate sorbet. He shares the recipe.",http://www.npr.org/templates/story/story.php?storyId=4712589
25,6/22/2005,The Rapture of Rose-Scented Cake,Rose-scented food has seduced characters from ,http://www.npr.org/templates/story/story.php?storyId=4711247
24,6/15/2005,Summer Ode to Garlic,"A pungent aioli dip is the perfect centerpiece for summer entertaining according to food writer Bonny Wolf. A bit of imagination, she says, will turn an easy and elegant aioli into a feast.",http://www.npr.org/2005/06/15/4698039/summer-ode-to-garlic
22,6/1/2005,An Artichoke and Goat Cheese Starter,Food blogger Clotilde Dusoulier shares a recipe for an artichoke and goat cheese ,http://www.npr.org/templates/story/story.php?storyId=4667680
20,5/17/2005,How to Eat a Cupcake,Baker Warren Brown shares a private recipe for lemon white chocolate cupcakes as well as his secret passion for cupcake paper.,http://www.npr.org/templates/story/story.php?storyId=4653648
18,5/4/2005,Fiesta Food,"Food writer Bonny Wolf shares the secrets of Cinco de Mayo and a recipe for a tradtional Mexican mole poblano. It's a sauce of peppers, spices, seeds, garlic, onions, almonds and chocolate served over turkey. Wolf promises it works, and it's not hard to make.  ",http://www.npr.org/templates/story/story.php?storyId=4622305
16,4/20/2005,Kitchen Equipment Secrets,"Food writer Bryan Miller has a weakness for kitchen gadgets, but he writes that all you really need is six simple tools to create a feast. ",http://www.npr.org/templates/story/story.php?storyId=4607144
14,4/6/2005,Asparagus Heralds Spring,"Nothing edible sings spring like asparagus does, and they are now gaily blooming here in Paris. A ",http://www.npr.org/templates/story/story.php?storyId=4577802
10,3/5/2005,An Ode to Hash Slingers,"Celebrity chefs may grab all the headlines, but it's the unsung working stiffs that end up feeding most of America. Commentator Betsy Block pays tribute to the country's un-famous hash slingers.",http://www.npr.org/templates/story/story.php?storyId=4523241
10,3/4/2005,Goats in the Kitchen,"The average American cook knows three things about goats: they are cute and sport fashionable goatees, they make cheese, and they eat tin cans, though the latter has never been authenticated. But goat is also among the most popular meats in the world, and for good reason. ",http://www.npr.org/templates/story/story.php?storyId=4522762
7,2/14/2005,Chocolate and Ginger for Valentine's Day,Paris-based food blogger Clotilde Dusoulier dishes up a commentary on Valentine's Day romance with a special treat: a recipe for her very own chocolate-ginger tartlets.,http://www.npr.org/templates/story/story.php?storyId=4497325
